city_index,city_name,city_country,city_lat,city_lon,population_2025_1000s,coast_distance_km,location,gauge_id,gauge_name,gauge_distance_km,lat,lon,low-end,low,central,high,high-end
1086,Takamatsu,Japan,34.33,134.06,415,3,1789,1789,TAKAMATSU_II,2,34.35,134.06,0.23,0.34,0.6,1.07,2.19
1088,Tokyo,Japan,35.69,139.69,37036,8,1545,1545,TOKYO_III,8,35.65,139.77,0.06,0.17,0.45,0.93,2.07
1089,Toyama,Japan,36.69,137.22,406,5,1389,1389,TOYAMA,8,36.76,137.22,0.34,0.44,0.69,1.15,2.28
1090,Toyohashi,Japan,34.77,137.38,365,1,1089,1089,MAISAKA,23,34.68,137.61,-0.01,0.1,0.36,0.84,1.97
1091,Utsunomiya,Japan,36.57,139.88,518,66,635,635,ONAHAMA,99,36.94,140.89,-0.04,0.07,0.35,0.87,2.01
1095,Irbid,Jordan,32.56,35.85,567,81,1797,1797,HADERA,93,32.47,34.86,0.17,0.3,0.57,1.02,1.94
1109,Mombasa,Kenya,-4.05,39.66,1553,1,2183,2183,MOMBASA_II,2,-4.07,39.65,0.23,0.34,0.6,1.02,2.07
1116,Riga,Latvia,56.95,24.11,616,10,37,37,DAUGAVGRIVA,12,57.05,24.03,0.09,0.23,0.54,0.99,1.79
1128,Alor Star,Malaysia,6.12,100.37,382,8,1676,1676,PULAU_LANGKAWI,76,6.43,99.76,0.06,0.2,0.48,0.92,2.02
1129,Ipoh,Malaysia,4.58,101.08,888,47,1594,1594,LUMUT,65,4.24,100.61,0.03,0.17,0.45,0.88,1.98
1130,Johor Bahru,Malaysia,1.47,103.76,1128,1,248,248,JOHOR_BAHRU,4,1.46,103.79,0.12,0.26,0.55,0.99,2.1
1131,Kota Bharu,Malaysia,6.13,102.25,375,4,1703,1703,GETING,19,6.23,102.11,0.05,0.19,0.49,0.92,2.02
1132,Kota Kinabalu,Malaysia,5.98,116.12,613,3,1733,1733,KOTA_KINABALU,5,5.98,116.07,0.19,0.3,0.56,0.98,2.1
1133,Kuala Lumpur,Malaysia,3.14,101.69,9000,37,1591,1591,PELABUHAN_KELANG,38,3.05,101.36,0.06,0.2,0.48,0.92,2.01
1134,Kuala Terengganu,Malaysia,5.33,103.14,419,1,1592,1592,CENDERING,10,5.26,103.19,0.12,0.26,0.55,0.99,2.1
1135,Kuantan,Malaysia,3.81,103.33,559,1,1589,1589,TANJUNG_GELANG,22,3.98,103.43,0.13,0.26,0.54,0.97,2.08
1137,Sandakan,Malaysia,5.84,118.12,403,1,1834,1834,SANDAKAN,6,5.81,118.07,0.16,0.27,0.54,0.96,2.08
1138,Seremban,Malaysia,2.73,101.94,523,23,1593,1593,TANJUNG_KELING,62,2.21,102.15,0.04,0.17,0.45,0.88,1.99
1142,Acapulco de Juárez,Mexico,16.86,-99.89,1047,1,686,686,ACAPULCO,5,16.83,-99.92,0.7,0.8,1.03,1.43,2.54
1151,Coatzacoalcos,Mexico,18.15,-94.42,423,1,692,692,COATZACOALCOS,0,18.15,-94.42,0.28,0.39,0.64,1.08,2.17
1152,Colima,Mexico,19.23,-103.72,447,50,737,737,MANZANILLO,68,19.05,-104.33,0.46,0.55,0.78,1.18,2.3
1158,Ensenada,Mexico,31.87,-116.62,363,2,795,795,ENSENADA,2,31.85,-116.63,0.19,0.28,0.49,0.89,1.99
1166,Mazatlán,Mexico,23.24,-106.41,492,2,712,712,MAZATLAN,5,23.2,-106.42,0.3,0.4,0.63,1.02,2.12
1167,Mérida,Mexico,20.97,-89.62,1258,36,690,690,PROGRESO,38,21.3,-89.67,0.45,0.56,0.81,1.25,2.33
1169,Minatitlán,Mexico,18.0,-94.56,428,16,692,692,COATZACOALCOS,22,18.15,-94.42,0.28,0.39,0.64,1.08,2.17
1177,Poza Rica de Hidalgo,Mexico,20.53,-97.46,598,33,918,918,TUXPAN,54,21.0,-97.33,0.39,0.5,0.76,1.21,2.29
1184,Tampico,Mexico,22.22,-97.85,1078,6,1020,1020,CIUDAD_MADERO,6,22.25,-97.8,0.42,0.54,0.81,1.26,2.33
1187,Tijuana,Mexico,32.53,-117.02,2333,10,158,158,SAN_DIEGO,24,32.71,-117.17,0.25,0.34,0.55,0.94,2.04
1192,Veracruz,Mexico,19.2,-96.13,981,1,768,768,ALVARADO,61,18.77,-95.77,0.23,0.34,0.6,1.05,2.14
1206,Tanger,Morocco,35.78,-5.81,1381,1,488,488,TARIFA,32,36.01,-5.6,0.18,0.28,0.53,0.92,1.86
1207,Tétouan,Morocco,35.57,-5.37,461,8,498,498,CEUTA,36,35.89,-5.32,0.13,0.24,0.48,0.88,1.81
1217,Yangon,Myanmar,16.81,96.16,5813,3,210,210,RANGOON,4,16.77,96.17,0.33,0.46,0.71,1.14,2.18
1221,Amsterdam,Netherlands,52.37,4.89,1189,3,32,32,IJMUIDEN,25,52.46,4.55,0.15,0.3,0.59,1.02,1.86
1222,Eindhoven,Netherlands,51.44,5.48,373,65,9,9,MAASSLUIS,100,51.92,4.25,0.16,0.31,0.6,1.03,1.86
1223,Rotterdam,Netherlands,51.92,4.48,1026,22,9,9,MAASSLUIS,16,51.92,4.25,0.16,0.31,0.6,1.03,1.86
1224,s-Gravenhage (The Hague),Netherlands,52.08,4.3,725,3,22,22,HOEK_VAN_HOLLAND,16,51.98,4.12,0.21,0.36,0.65,1.08,1.92
1225,Utrecht,Netherlands,52.09,5.12,576,24,32,32,IJMUIDEN,57,52.46,4.55,0.15,0.3,0.59,1.02,1.86
1226,Auckland,New Zealand,-36.87,174.77,1711,2,150,150,AUCKLAND_II,3,-36.84,174.77,0.21,0.31,0.57,1.01,2.03
1227,Christchurch,New Zealand,-43.53,172.63,410,7,247,247,PORT_LYTTELTON,11,-43.61,172.72,0.26,0.36,0.62,1.05,2.0
1228,Wellington,New Zealand,-41.29,174.78,428,1,500,500,WELLINGTON_II,1,-41.28,174.78,0.28,0.37,0.63,1.07,2.05
1282,Oslo,Norway,59.91,10.75,1116,1,62,62,OSLO,1,59.91,10.73,-0.28,-0.11,0.16,0.58,1.36
1293,Karachi,Pakistan,24.91,67.08,18077,11,204,204,KARACHI,16,24.81,66.97,0.15,0.24,0.48,0.92,1.92
1310,Ciudad de Panamá (Panama City),Panama,9.0,-79.52,2055,2,163,163,BALBOA,6,8.97,-79.57,0.28,0.37,0.62,1.03,2.12
1314,Arequipa,Peru,-16.4,-71.54,984,86,458,458,MATARANI,91,-17.0,-72.12,0.12,0.21,0.45,0.83,1.86
1320,Lima,Peru,-12.04,-77.03,11517,8,1274,1274,CALLAO_2,13,-12.05,-77.15,0.13,0.23,0.47,0.87,1.92
1321,Piura,Peru,-5.2,-80.63,509,43,475,475,TALARA,97,-4.62,-81.28,0.16,0.27,0.52,0.94,2.01
1322,Tacna,Peru,-18.01,-70.25,347,39,618,618,ARICA,52,-18.47,-70.33,0.08,0.17,0.4,0.77,1.8
1324,Angeles City,Philippines,15.15,120.58,601,37,145,145,MANILA,76,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1325,Antipolo,Philippines,14.62,121.12,990,17,145,145,MANILA,17,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1327,Bacoor,Philippines,14.41,120.97,774,7,145,145,MANILA,19,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1330,Batangas City,Philippines,13.76,121.06,387,2,145,145,MANILA,92,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1331,Binan,Philippines,14.3,121.08,440,23,145,145,MANILA,33,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1332,Butuan,Philippines,8.95,125.54,400,3,1708,1708,SURIGAO,93,9.78,125.5,0.16,0.28,0.59,0.99,2.13
1333,Cabuyao,Philippines,14.25,121.14,442,32,145,145,MANILA,41,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1335,Calamba,Philippines,14.19,121.13,595,37,145,145,MANILA,47,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1336,Cebu City,Philippines,10.32,123.89,1062,3,394,394,CEBU,4,10.3,123.92,0.16,0.29,0.58,0.99,2.13
1338,Dasmarinas,Philippines,14.3,120.96,839,17,145,145,MANILA,31,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1339,Davao City,Philippines,7.07,125.61,2034,2,537,537,DAVAO,2,7.08,125.63,0.21,0.33,0.6,1.02,2.16
1344,Imus,Philippines,14.41,120.94,641,6,145,145,MANILA,20,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1345,Lapu-Lapu City,Philippines,10.31,123.95,532,1,394,394,CEBU,3,10.3,123.92,0.16,0.29,0.58,0.99,2.13
1346,Lipa City,Philippines,13.94,121.16,438,24,145,145,MANILA,74,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1347,Mandaue City,Philippines,10.32,123.92,434,2,394,394,CEBU,3,10.3,123.92,0.16,0.29,0.58,0.99,2.13
1348,Manila,Philippines,14.6,120.98,15231,2,145,145,MANILA,3,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1349,San Fernando,Philippines,15.06,120.66,356,27,145,145,MANILA,63,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1350,San Jose del Monte,Philippines,14.82,121.1,657,24,145,145,MANILA,30,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1351,San Pedro,Philippines,14.35,121.04,396,17,145,145,MANILA,27,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1352,Santa Rosa,Philippines,14.28,121.09,506,25,145,145,MANILA,35,14.58,120.97,0.72,0.84,1.12,1.53,2.66
1356,Gdańsk,Poland,54.35,18.65,466,6,64,64,GDANSK/NOWY_PORT,6,54.4,18.68,0.22,0.35,0.65,1.09,1.91
1361,Szczecin,Poland,53.43,14.55,397,19,2,2,SWINOUJSCIE,59,53.92,14.23,0.15,0.29,0.58,1.01,1.83
1364,Lisboa (Lisbon),Portugal,38.72,-9.14,3028,2,52,52,CASCAIS,25,38.68,-9.42,0.23,0.34,0.59,0.99,1.93
1365,Porto,Portugal,41.15,-8.61,1334,2,791,791,LEIXOES,8,41.18,-8.7,0.17,0.28,0.53,0.93,1.85
1366,Aguadilla-Isabela-San Sebastian,Puerto Rico,18.43,-67.15,297,2,759,759,MAGUEYES_ISLAND,52,17.97,-67.05,0.27,0.37,0.62,1.02,2.11
1367,San Juan,Puerto Rico,18.47,-66.11,2434,1,1001,1001,SAN_JUAN,1,18.46,-66.11,0.28,0.38,0.64,1.04,2.12
1371,Ansan,Republic of Korea,37.32,126.82,771,3,956,956,INCHEON,25,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1372,Anyang,Republic of Korea,37.39,126.93,560,13,956,956,INCHEON,30,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1373,Bucheon,Republic of Korea,37.5,126.78,828,10,956,956,INCHEON,18,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1374,Busan,Republic of Korea,35.1,129.04,3484,1,955,955,BUSAN,0,35.1,129.04,0.23,0.33,0.59,1.04,2.15
1375,Changwon,Republic of Korea,35.23,128.68,1057,7,970,970,CHINHAE,9,35.15,128.65,0.17,0.32,0.64,1.13,2.21
1376,Cheonan,Republic of Korea,36.81,127.14,713,18,1675,1675,BORYEONG,73,36.41,126.49,0.28,0.41,0.69,1.17,2.24
1377,Cheongju,Republic of Korea,36.64,127.49,733,55,1675,1675,BORYEONG,93,36.41,126.49,0.28,0.41,0.69,1.17,2.24
1378,Daegu,Republic of Korea,35.87,128.59,2181,72,1324,1324,POHANG,74,36.05,129.38,0.42,0.53,0.8,1.26,2.35
1379,Daejon,Republic of Korea,36.32,127.42,1586,51,1675,1675,BORYEONG,84,36.41,126.49,0.28,0.41,0.69,1.17,2.24
1380,Gimhae,Republic of Korea,35.23,128.88,320,13,955,955,BUSAN,21,35.1,129.04,0.23,0.33,0.59,1.04,2.15
1381,Goyang,Republic of Korea,37.66,126.84,1121,6,956,956,INCHEON,32,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1382,Gumi,Republic of Korea,36.12,128.35,401,93,1324,1324,POHANG,93,36.05,129.38,0.42,0.53,0.8,1.26,2.35
1383,Gwangju,Republic of Korea,35.15,126.92,1537,38,954,954,MOKPO,64,34.78,126.38,0.36,0.46,0.72,1.18,2.28
1384,Gwangmyeong,Republic of Korea,37.48,126.87,351,8,956,956,INCHEON,25,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1385,Incheon,Republic of Korea,37.45,126.73,2874,6,956,956,INCHEON,13,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1386,Jeju,Republic of Korea,33.51,126.52,350,2,1066,1066,JEJU,3,33.53,126.54,0.45,0.56,0.82,1.28,2.39
1387,Jeonju,Republic of Korea,35.82,127.15,668,30,1527,1527,GUNSAN,56,35.98,126.56,0.16,0.28,0.56,1.03,2.11
1388,Pohang,Republic of Korea,36.02,129.36,367,2,1324,1324,POHANG,4,36.05,129.38,0.42,0.53,0.8,1.26,2.35
1389,Seongnam,Republic of Korea,37.44,127.14,943,24,956,956,INCHEON,48,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1390,Seoul,Republic of Korea,37.57,126.98,10026,7,956,956,INCHEON,37,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1391,Siheung,Republic of Korea,37.46,126.9,451,10,956,956,INCHEON,28,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1392,Suweon,Republic of Korea,37.26,127.02,1389,14,956,956,INCHEON,43,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1393,Uijeongbu,Republic of Korea,37.74,127.05,426,25,956,956,INCHEON,52,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1394,Ulsan,Republic of Korea,35.54,129.32,916,4,997,997,ULSAN,8,35.5,129.39,0.15,0.26,0.52,0.97,2.08
1395,Yongin,Republic of Korea,37.24,127.2,1158,31,956,956,INCHEON,59,37.45,126.59,0.14,0.25,0.51,0.97,2.05
1414,"Kaliningrad, Kaliningrad Oblast",Russian Federation,54.71,20.51,495,7,289,289,PIONERSKY,32,54.95,20.22,0.2,0.34,0.64,1.08,1.9
1446,Sochi,Russian Federation,43.6,39.73,481,2,215,215,TUAPSE,77,44.1,39.07,0.07,0.23,0.5,0.88,1.78
1485,Dakar,Senegal,14.69,-17.44,3659,1,1816,1816,DAKAR_2,3,14.68,-17.42,0.21,0.32,0.57,0.98,2.04
1486,Rufisque,Senegal,14.72,-17.27,417,2,1816,1816,DAKAR_2,16,14.68,-17.42,0.21,0.32,0.57,0.98,2.04
1487,Thies,Senegal,14.8,-16.93,440,25,1816,1816,DAKAR_2,54,14.68,-17.42,0.21,0.32,0.57,0.98,2.04
1490,Singapore,Singapore,1.29,103.85,6157,1,1746,1746,TANJONG_PAGAR,2,1.27,103.85,0.12,0.26,0.54,0.98,2.09
1498,Cape Town,South Africa,-33.93,18.42,5064,2,1195,1195,CAPE_TOWN,2,-33.91,18.43,0.2,0.3,0.55,0.95,2.04
1499,Durban (Ethekwini),South Africa,-29.86,31.03,3301,2,284,284,DURBAN,2,-29.87,31.05,0.19,0.29,0.55,0.95,2.04
1503,Pietermaritzburg (The Msunduzi),South Africa,-29.62,30.39,561,66,284,284,DURBAN,69,-29.87,31.05,0.19,0.29,0.55,0.95,2.04
1505,Port Elizabeth (Nelson Mandela Bay),South Africa,-33.92,25.57,1331,5,820,820,PORT_ELIZABETH,7,-33.95,25.63,0.22,0.33,0.58,1.0,2.08
1513,Alicante,Spain,38.35,-0.48,381,1,208,208,ALICANTE,1,38.34,-0.48,0.13,0.23,0.47,0.87,1.78
1514,Barcelona,Spain,41.39,2.16,5733,3,1811,1811,BARCELONA,6,41.34,2.17,0.27,0.38,0.65,1.05,1.95
1515,Bilbao,Spain,43.26,-2.93,347,9,1806,1806,BILBAO,14,43.35,-3.05,0.19,0.32,0.58,1.0,1.89
1517,Las Palmas Gran Canaria,Spain,28.11,-15.43,406,1,1802,1802,LAS_PALMAS_D,4,28.14,-15.41,0.3,0.41,0.68,1.12,2.13
1519,Malaga,Spain,36.72,-4.42,595,2,1810,1810,MALAGA_II,1,36.71,-4.42,0.15,0.25,0.5,0.88,1.81
1520,Murcia,Spain,37.99,-1.13,517,35,208,208,ALICANTE,69,38.34,-0.48,0.13,0.23,0.47,0.87,1.78
1521,Palma,Spain,39.57,2.65,486,2,1892,1892,PALMA_DE_MALLORCA,2,39.55,2.64,0.17,0.29,0.55,0.97,1.88
1522,Sevilla,Spain,37.38,-5.98,701,64,1809,1809,BONANZA,72,36.8,-6.34,0.27,0.38,0.64,1.04,1.97
1523,Valencia,Spain,39.47,-0.38,841,4,1813,1813,VALENCIA,7,39.44,-0.31,0.22,0.34,0.59,1.0,1.91
1525,Vigo,Spain,42.23,-8.72,308,2,483,483,VIGO,1,42.24,-8.73,0.24,0.36,0.61,1.0,1.92
1536,Göteborg,Sweden,57.7,11.97,644,1,2133,2133,GOTEBORG-RINGON,2,57.72,11.97,-0.1,0.05,0.32,0.75,1.55
1537,Malmö,Sweden,55.61,13.0,340,2,330,330,KLAGSHAMN,12,55.52,12.89,0.1,0.24,0.52,0.94,1.76
1538,Stockholm,Sweden,59.33,18.06,1738,2,78,78,STOCKHOLM,2,59.32,18.08,-0.34,-0.19,0.1,0.53,1.32
1559,Chon Buri,Thailand,13.36,100.99,1491,1,449,449,KO_SICHANG,30,13.15,100.82,0.17,0.28,0.54,0.95,2.03
1562,Krung Thep (Bangkok),Thailand,13.72,100.53,11392,15,444,444,FORT_PHRACHULA_CHOMKLAO,20,13.55,100.58,1.33,1.43,1.68,2.08,3.15
1566,Nakhon Pathom,Thailand,13.82,100.04,567,40,444,444,FORT_PHRACHULA_CHOMKLAO,65,13.55,100.58,1.33,1.43,1.68,2.08,3.15
1568,Nonthaburi,Thailand,13.86,100.52,1026,29,444,444,FORT_PHRACHULA_CHOMKLAO,35,13.55,100.58,1.33,1.43,1.68,2.08,3.15
1569,Pathum Thani,Thailand,14.01,100.53,974,45,444,444,FORT_PHRACHULA_CHOMKLAO,52,13.55,100.58,1.33,1.43,1.68,2.08,3.15
1570,Phra Nakhon Si Ayutthaya,Thailand,14.35,100.58,470,82,444,444,FORT_PHRACHULA_CHOMKLAO,89,13.55,100.58,1.33,1.43,1.68,2.08,3.15
1571,Phuket,Thailand,7.89,98.4,461,2,446,446,KO_TAPHAO_NOI,8,7.83,98.43,0.24,0.35,0.6,1.02,2.13
1572,Ratchaburi,Thailand,13.54,99.82,439,25,444,444,FORT_PHRACHULA_CHOMKLAO,83,13.55,100.58,1.33,1.43,1.68,2.08,3.15
1573,Rayong,Thailand,12.68,101.26,574,2,449,449,KO_SICHANG,71,13.15,100.82,0.17,0.28,0.54,0.95,2.03
1576,Samut Prakan,Thailand,13.6,100.6,1393,2,444,444,FORT_PHRACHULA_CHOMKLAO,6,13.55,100.58,1.33,1.43,1.68,2.08,3.15
1577,Samut Sakhon,Thailand,13.55,100.27,617,3,444,444,FORT_PHRACHULA_CHOMKLAO,33,13.55,100.58,1.33,1.43,1.68,2.08,3.15
1589,Antalya,Turkey,36.91,30.7,1395,3,1681,1681,ANTALYA_II,11,36.83,30.62,0.24,0.37,0.63,1.06,1.97
1601,Izmir,Turkey,38.41,27.14,3152,1,1679,1679,MENTES/IZMIR,37,38.43,26.72,0.2,0.33,0.6,1.01,1.92
1607,Manisa,Turkey,38.61,27.43,419,28,1679,1679,MENTES/IZMIR,65,38.43,26.72,0.2,0.33,0.6,1.01,1.92
1627,Sevastopol,Ukraine,44.59,33.52,402,2,42,42,SEVASTOPOL,4,44.62,33.53,0.02,0.18,0.45,0.92,1.78
1628,Simferopol,Ukraine,44.96,34.11,340,38,42,42,SEVASTOPOL,59,44.62,33.53,0.02,0.18,0.45,0.92,1.78
1636,Belfast,United Kingdom,54.59,-5.93,652,3,219,219,BELFAST_2,1,54.6,-5.92,-0.03,0.14,0.4,0.78,1.6
1637,Birkenhead,United Kingdom,53.39,-3.01,336,1,765,765,BIRKENHEAD,1,53.4,-3.02,0.11,0.27,0.53,0.93,1.75
1639,Bournemouth/Poole,United Kingdom,50.72,-1.88,527,2,1878,1878,BOURNEMOUTH,1,50.71,-1.87,0.12,0.26,0.54,0.95,1.8
1640,Brighton-Worthing-Littlehampton,United Kingdom,50.83,-0.14,632,1,1548,1548,NEWHAVEN,15,50.78,0.06,0.14,0.29,0.58,1.0,1.85
1641,Bristol,United Kingdom,51.46,-2.6,720,7,1758,1758,HINKLEY_POINT,46,51.21,-3.13,0.14,0.28,0.55,0.95,1.8
1642,Cardiff,United Kingdom,51.48,-3.18,495,2,1758,1758,HINKLEY_POINT,30,51.21,-3.13,0.14,0.28,0.55,0.95,1.8
1644,Edinburgh,United Kingdom,55.95,-3.2,564,3,1526,1526,LEITH_II,4,55.99,-3.18,0.0,0.18,0.47,0.88,1.68
1645,Glasgow,United Kingdom,55.87,-4.26,1719,12,755,755,MILLPORT,43,55.75,-4.91,-0.04,0.13,0.4,0.8,1.61
1646,Kingston upon Hull,United Kingdom,53.75,-0.33,329,2,286,286,IMMINGHAM,16,53.63,-0.19,0.12,0.29,0.59,1.01,1.83
1648,Liverpool,United Kingdom,53.41,-2.98,929,1,15,15,LIVERPOOL_GEORGES_AND_PRINCES_PIERS,2,53.4,-3.0,0.11,0.27,0.54,0.93,1.75
1649,London,United Kingdom,51.51,-0.13,9841,27,336,336,TOWER_PIER,14,51.5,0.08,0.14,0.29,0.58,1.0,1.83
1650,Manchester,United Kingdom,53.48,-2.24,2833,33,15,15,LIVERPOOL_GEORGES_AND_PRINCES_PIERS,51,53.4,-3.0,0.11,0.27,0.54,0.93,1.75
1651,Newcastle upon Tyne,United Kingdom,54.97,-1.61,834,11,95,95,NORTH_SHIELDS,12,55.01,-1.44,0.12,0.3,0.59,1.01,1.82
1652,Newport,United Kingdom,51.58,-3.0,325,2,1758,1758,HINKLEY_POINT,43,51.21,-3.13,0.14,0.28,0.55,0.95,1.8
1653,Nottingham,United Kingdom,52.95,-1.15,819,77,286,286,IMMINGHAM,99,53.63,-0.19,0.12,0.29,0.59,1.01,1.83
1654,Preston,United Kingdom,53.76,-2.7,338,9,936,936,HEYSHAM,33,54.03,-2.92,0.08,0.24,0.51,0.9,1.72
1655,Reading-Wokingham,United Kingdom,51.41,-0.84,356,64,336,336,TOWER_PIER,64,51.5,0.08,0.14,0.29,0.58,1.0,1.83
1656,Sheffield,United Kingdom,53.38,-1.47,757,57,286,286,IMMINGHAM,89,53.63,-0.19,0.12,0.29,0.59,1.01,1.83
1657,Southampton/Portsmouth (South Hampshire),United Kingdom,50.91,-1.4,967,2,350,350,PORTSMOUTH,24,50.8,-1.11,0.12,0.26,0.55,0.96,1.81
1658,Southend-On-Sea,United Kingdom,51.54,0.71,323,2,334,334,SOUTHEND,3,51.51,0.72,0.12,0.27,0.56,0.98,1.82
1659,Stoke-on-Trent (The Potteries),United Kingdom,53.0,-2.19,397,51,15,15,LIVERPOOL_GEORGES_AND_PRINCES_PIERS,70,53.4,-3.0,0.11,0.27,0.54,0.93,1.75
1660,Sunderland,United Kingdom,54.91,-1.38,349,1,95,95,NORTH_SHIELDS,12,55.01,-1.44,0.12,0.3,0.59,1.01,1.82
1661,Swansea,United Kingdom,51.62,-3.94,320,2,1214,1214,ILFRACOMBE,47,51.21,-4.11,0.15,0.3,0.56,0.96,1.82
1662,Teeside (Middlesbrough),United Kingdom,54.58,-1.23,398,2,1505,1505,WHITBY,41,54.49,-0.61,0.19,0.36,0.66,1.08,1.9
1663,West Yorkshire,United Kingdom,53.8,-1.76,1956,66,936,936,HEYSHAM,80,54.03,-2.92,0.08,0.24,0.51,0.9,1.72
1665,Dar es Salaam,United Republic of Tanzania,-6.82,39.27,8562,2,1600,1600,ZANZIBAR,76,-6.15,39.18,0.21,0.32,0.58,1.0,2.06
1670,Zanzibar,United Republic of Tanzania,-6.16,39.2,874,2,1600,1600,ZANZIBAR,3,-6.15,39.18,0.21,0.32,0.58,1.0,2.06
1674,Allentown-Bethlehem,United States of America,40.61,-75.48,800,90,135,135,PHILADELPHIA,81,39.93,-75.14,0.41,0.52,0.81,1.23,2.2
1676,Antioch,United States of America,38.0,-121.81,380,40,2330,2330,PORT_CHICAGO,21,38.05,-122.04,0.24,0.33,0.54,0.92,2.01
1682,Baltimore,United States of America,39.29,-76.61,2387,2,148,148,BALTIMORE,4,39.27,-76.58,0.43,0.54,0.82,1.25,2.21
1686,Bonita Springs-Naples,United States of America,26.34,-81.78,479,6,1107,1107,NAPLES,24,26.13,-81.81,0.35,0.44,0.7,1.12,2.19
1687,Boston,United States of America,42.35,-71.06,4396,2,235,235,BOSTON,1,42.35,-71.05,0.33,0.47,0.78,1.24,2.19
1688,Bridgeport-Stamford,United States of America,41.17,-73.2,973,1,1068,1068,BRIDGEPORT,2,41.17,-73.18,0.35,0.48,0.78,1.22,2.17
1690,Cape Coral,United States of America,26.64,-81.98,975,7,1106,1106,FORT_MYERS,11,26.65,-81.87,0.36,0.45,0.7,1.12,2.18
1691,Charleston-North Charleston,United States of America,32.79,-79.99,765,2,234,234,CHARLESTON_I,6,32.78,-79.92,0.43,0.53,0.78,1.19,2.21
1700,Concord,United States of America,37.98,-122.03,710,22,2330,2330,PORT_CHICAGO,8,38.05,-122.04,0.24,0.33,0.54,0.92,2.01
1702,Corpus Christi,United States of America,27.74,-97.4,358,3,1903,1903,CORPUS_CHRISTI,26,27.58,-97.22,0.56,0.66,0.9,1.33,2.38
1705,Daytona Beach-Port Orange,United States of America,29.14,-81.0,522,4,270,270,DAYTONA_BEACH,10,29.23,-81.0,0.32,0.42,0.67,1.09,2.14
1722,Hartford,United States of America,41.76,-72.69,1032,54,429,429,NEW_LONDON,67,41.36,-72.09,0.35,0.49,0.79,1.24,2.21
1723,Honolulu,United States of America,21.31,-157.83,928,4,155,155,HONOLULU,5,21.31,-157.87,0.28,0.39,0.66,1.12,2.37
1724,Houston,United States of America,29.76,-95.37,6890,36,161,161,GALVESTON_II,75,29.31,-94.79,0.74,0.83,1.07,1.5,2.54
1729,"Jacksonville, Florida",United States of America,30.33,-81.66,1360,23,316,316,MAYPORT,23,30.39,-81.43,0.37,0.47,0.71,1.13,2.17
1731,Kissimmee,United States of America,28.3,-81.42,612,66,2123,2123,TRIDENT_PIER,82,28.41,-80.59,0.35,0.45,0.7,1.11,2.17
1734,Lakeland,United States of America,28.04,-81.96,374,45,520,520,ST. PETERSBURG,73,27.76,-82.63,0.39,0.48,0.73,1.16,2.21
1735,Lancaster,United States of America,40.04,-76.31,532,56,786,786,REEDY_POINT,82,39.56,-75.57,0.42,0.54,0.82,1.25,2.21
1736,Lancaster-Palmdale,United States of America,34.69,-118.15,546,81,377,377,SANTA_MONICA,82,34.01,-118.5,0.18,0.27,0.47,0.86,1.97
1742,Los Angeles-Long Beach-Santa Ana,United States of America,34.03,-118.24,12678,20,377,377,SANTA_MONICA,24,34.01,-118.5,0.18,0.27,0.47,0.86,1.97
1745,McAllen,United States of America,26.22,-98.24,1116,80,1038,1038,PORT_MANSFIELD,89,26.55,-97.42,0.43,0.53,0.76,1.2,2.26
1747,Miami,United States of America,25.79,-80.2,6372,2,363,363,MIAMI_BEACH,8,25.77,-80.13,0.37,0.47,0.71,1.12,2.19
1750,Mission Viejo,United States of America,33.6,-117.67,658,12,766,766,NEWPORT_BAY,19,33.6,-117.88,0.21,0.3,0.51,0.9,2.0
1751,Mobile,United States of America,30.69,-88.04,339,2,1156,1156,DAUPHIN_ISLAND,50,30.25,-88.08,0.42,0.52,0.77,1.19,2.23
1754,Myrtle Beach,United States of America,33.69,-78.89,441,2,1444,1444,SPRINGMAID_PIER,4,33.66,-78.92,0.36,0.46,0.72,1.13,2.15
1756,New Haven,United States of America,41.3,-72.93,608,2,1068,1068,BRIDGEPORT,26,41.17,-73.18,0.35,0.48,0.78,1.22,2.17
